lfnr,krnr,agglvl,name,wkr,regbez,agg2833k,agg2833v,krnrv,c25wohn,c25lselb,c25lgewb,c25langs,c25larb,c25lmith,c25iselb,c25igewb,c25iangs,c25iarb,c25imith,c25hselb,c25hangs,c25harb,c25hmith,c25vselb,c25vangs,c25varb,c25vmith,c25gselb,c25ggewb,c25gangs,c25garb,c25gmith,c25dselb,c25dgewb,c25dangs,c25darb,c25dmith,c25dhaus,c25bland,c25bwerk,c25bhand,c25bverw,c25bgsun,c25bhaus,c25selb,c25hsgew,c25anges,c25arbei,c25mith,c25berwt,c25bbrlo,c25pop,c25prot,c25kath,c25juden,c33pop1,c33erwp,c33werwp,c33erwtt,c33erlos,c33brlos,c33aohb,c33waohb,c33land,c33indu,c33hndl,c33dnst,c33haus,c33selb,c33mith,c33beamt,c33angs,c33arbei,c33hsang,c33eloan,c33eloar,c33eloha,c33pop2,c33lv,rwz1,rwz2a,rwz2b,rwz2c,rwz2d,rwz3,rwz4a,rwz4b,rwz4c,rwz5,rwz6,rwz7,rwz8a,rwz8b,rwz8c,rwz8d,rwz9,rwz10a,rwz10b,rwz10c,rwz11,alos30d,alu30d,kru30d,we30d,alos31d,alu31d,kru31d,we31d,alos32d,alu32d,kru32d,we32d
4473,892,8,"GEFREES",26,2,4510,4510,908,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
4474,892,9,"REST-BAYREUTH L",26,2,4510,4510,908,28618,5678,0,92,2191,6421,1649,72,300,6988,85,510,420,597,260,93,366,63,0,77,0,36,7,0,0,0,9,47,0,155,14382,9022,1787,522,120,211,8007,72,1223,9893,6766,26044,2574,28618,24072,4538,0,36957,19703,8130,17582,2121,2711,14543,9348,10684,5040,1144,482,232,4334,6514,327,410,5768,229,72,2001,48,34647,15169,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
4475,893,4,"BAYREUTH S",26,2,4475,4475,893,35306,357,1,56,313,270,3055,179,1690,10700,138,2064,2315,1286,315,535,4149,327,4,339,0,344,197,4,3,0,30,35,0,1004,996,15583,5980,5015,884,1072,6353,180,8584,12858,731,29530,5776,35306,28770,5992,304,37196,17385,6234,14743,2642,5069,14742,10665,747,6988,3171,2808,1029,2597,806,2094,2186,6072,988,409,2165,68,37196,1100,35306,7669,5493,77,367,8825,497,425,78,33804,33666,307320,180,442,302,76,56,7521,574,730,905,2067,1133,285,649,2474,615,694,1165,2316,269,422,1625
4476,894,5,"BERNECK (-30.9.29)",26,2,0,0,894,15932,2387,0,62,854,2225,1207,125,412,4894,66,427,361,362,141,57,330,74,0,85,0,58,33,3,0,0,5,24,0,145,5528,6579,1291,461,179,174,4163,125,1228,6241,2435,14212,1720,15932,14366,1536,3,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
4477,894,8,"BERNECK",26,2,4472,4472,894,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2215,1999,198,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
4478,894,9,"REST-BERNECK (-30.9.29)",26,2,4510,4510,894,15932,2387,0,62,854,2225,1207,125,412,4894,66,427,361,362,141,57,330,74,0,85,0,58,33,3,0,0,5,24,0,145,5528,6579,1291,461,179,174,4163,125,1228,6241,2435,14212,1720,13717,12367,1338,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
4479,895,6,"COBURG L",26,2,4479,4479,895,40446,5059,0,189,2583,7022,4805,1914,653,12918,832,641,994,784,235,125,513,51,8,86,0,32,38,2,0,0,62,19,0,184,14853,19208,2654,697,158,265,10716,1914,2443,16393,8099,37835,2611,40446,39717,678,0,43109,23218,9551,20000,3218,2765,17126,11024,10354,7521,1429,410,286,4496,6403,362,684,7779,276,153,3027,38,43109,14221,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
4480,896,4,"COBURG S",26,2,4480,4480,896,24701,108,0,23,86,78,3249,256,1605,6262,81,2216,2631,1012,219,386,1711,99,2,245,0,126,99,2,0,0,128,29,0,829,295,11197,6078,2198,472,986,6204,256,6224,7587,382,21226,3475,24701,22238,1792,316,25707,11957,4091,9487,2470,2871,10879,8170,164,3998,3017,1448,860,2300,540,908,1830,3089,820,577,1809,84,25707,314,24701,9091,7874,15,83,6947,291,595,114,31311,24670,227990,275,524,186,15,8,5903,547,497,915,1435,732,348,355,1954,689,907,358,1675,490,689,496
4481,897,6,"EBERMANNSTADT",26,2,4481,4481,897,22805,7150,0,81,1531,7846,1209,0,105,1299,44,368,239,113,190,111,379,40,1,97,0,31,7,0,0,0,15,73,0,162,16608,2657,910,531,135,250,8935,0,850,3063,8081,21091,1714,22805,7508,15266,29,22575,13042,6077,12626,416,1380,8153,4841,10267,1287,580,315,177,3820,6574,200,125,1733,174,19,393,4,22575,15360,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
4482,898,6,"FORCHHEIM L",26,2,4482,4482,898,29364,8984,0,64,1953,9338,1276,70,129,3200,79,751,206,295,191,93,359,46,0,91,0,31,16,1,0,0,3,56,0,114,20339,4684,1443,498,139,173,11195,70,792,5566,9609,27276,2088,29364,8553,20781,30,30181,17517,8069,16588,929,1868,10796,6443,13020,2247,871,321,129,4757,8250,196,173,3083,129,18,889,22,30181,18752,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
4483,899,4,"FORCHHEIM S",26,2,4483,4483,899,9574,200,0,30,68,102,903,5,622,4603,38,537,425,203,60,90,388,8,3,81,0,41,18,0,0,0,5,70,0,193,400,6166,1225,489,140,268,1811,5,1511,4970,203,8688,886,9574,2041,7442,79,10338,4729,1537,3701,1028,918,4691,3280,271,2268,635,385,142,762,248,225,433,1901,132,94,900,34,10338,477,9648,8716,6996,33,181,2424,478,468,54,9312,9683,87415,138,459,345,58,36,2193,91,140,155,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
