SPO_13,OVP_13,FPO_13,BZO_13,GRUNE_13,FRANK_13,NEOS_13,SONST_13,NW_13,SPO_17,OVP_17,FPO_17,GRUNE_17,NEOS_17,PILZ_17,SONST_17,NW_17
398,538,412,64,242,134,72,26,1496,510,750,683,84,118,63,39,1201
727,1248,904,97,604,230,176,48,2964,1037,1600,1381,166,296,167,83,2660
68,165,88,12,24,11,2,4,249,71,200,122,8,22,13,5,187
64,163,97,84,25,18,8,3,263,53,220,174,2,14,11,4,224
56,134,58,4,13,20,10,4,193,43,137,117,2,16,5,3,170
87,131,77,7,24,17,9,1,210,104,136,93,3,22,12,2,194
205,965,357,75,120,70,53,11,1437,190,1304,532,43,115,65,22,1120
199,514,346,77,279,104,98,14,968,283,734,458,83,130,55,27,967
61,105,54,10,48,13,19,2,139,64,134,85,7,49,5,2,109
92,183,103,25,89,41,14,5,366,135,222,145,24,22,18,10,339
148,325,178,22,78,60,33,10,759,175,441,325,21,53,32,23,547
64,199,111,20,101,40,28,7,328,94,225,168,36,55,22,12,315
146,418,181,35,121,65,59,12,729,180,590,251,24,76,52,25,558
245,219,204,19,105,60,40,14,843,289,355,394,29,53,34,35,614
200,292,134,14,58,35,22,9,562,257,380,230,13,43,15,11,389
46,309,129,33,24,26,7,6,561,53,416,200,4,23,6,1,391
107,227,107,17,59,41,25,7,467,95,317,206,16,27,28,17,399
279,351,189,28,169,49,37,14,862,318,457,352,56,77,45,26,625
80,651,210,72,86,54,45,9,1040,78,856,355,24,79,34,17,751
92,189,119,11,112,48,27,21,418,126,273,191,28,38,16,15,404
151,368,282,20,115,112,57,12,1001,229,470,496,43,66,30,28,737
162,666,298,63,95,72,43,7,914,174,787,525,29,55,33,21,739
151,322,157,55,72,48,22,5,736,131,459,304,20,34,16,12,626
764,863,576,101,657,183,212,39,2054,982,1387,892,184,245,178,67,1660
145,354,166,25,251,55,96,16,647,263,523,262,92,112,70,20,571
91,214,179,31,139,54,68,24,458,161,320,234,41,58,51,21,411
572,720,537,94,571,133,138,38,1635,759,1007,850,153,167,120,48,1479
114,202,116,22,92,39,36,3,294,147,266,167,19,45,20,11,286
93,203,122,41,117,39,34,7,381,148,279,176,34,48,29,15,370
105,268,148,17,54,31,22,2,235,110,314,199,22,20,22,5,203
121,203,106,18,101,26,21,18,322,165,254,160,19,36,38,9,284
224,265,249,36,119,76,48,11,591,250,391,379,34,74,32,21,506
282,570,375,38,229,98,77,13,1277,425,660,552,66,124,69,23,1140
38,157,50,10,60,24,37,5,177,60,199,103,13,42,21,9,161
331,477,378,64,294,92,111,20,1228,428,661,590,91,110,81,26,1088
122,233,167,21,59,30,24,10,341,121,272,250,20,25,20,8,285
49,143,63,7,21,7,8,2,173,79,145,72,6,9,5,6,153
128,216,122,20,85,21,28,4,424,172,246,207,12,43,21,7,371
35,96,50,10,13,12,7,1,117,29,119,72,5,13,2,2,100
147,217,123,10,101,19,42,6,321,156,259,201,28,42,20,15,350
348,532,251,32,326,92,95,29,1090,516,732,431,103,121,81,48,887
256,375,223,37,226,53,64,9,809,318,528,388,76,109,72,28,659
151,243,176,26,132,50,51,7,425,183,331,240,33,76,36,21,351
63,167,72,7,39,22,16,2,204,67,200,132,12,15,7,6,188
53,181,57,40,83,18,52,9,272,77,201,131,38,55,43,10,289
91,409,123,30,112,61,25,5,695,140,503,234,22,49,29,15,594
151,125,98,19,30,16,21,5,259,158,177,129,13,22,20,5,216
112,281,155,47,119,51,47,6,471,180,311,248,35,61,22,19,457
311,632,438,76,361,127,151,20,1152,509,902,568,108,178,115,32,962
141,282,104,18,53,44,10,2,356,156,291,168,11,20,17,5,380
139,394,171,53,193,38,53,17,553,195,479,248,67,77,55,12,477
130,331,143,42,174,55,88,9,503,182,415,233,57,76,51,15,499
166,448,230,32,66,44,40,6,557,179,536,357,6,35,22,10,468
237,865,518,73,213,108,67,21,1297,326,1005,774,69,131,63,28,1060
178,255,151,22,120,44,27,11,485,231,247,273,37,60,36,21,461
26,112,29,12,10,4,12,3,76,27,117,58,3,6,1,5,61
267,522,227,43,256,61,76,20,844,377,667,381,76,97,68,19,682
90,184,72,12,95,34,25,9,262,106,207,107,27,28,40,10,255
73,177,79,22,67,27,13,8,295,94,216,144,21,27,24,11,279
117,117,72,10,85,27,22,8,339,140,156,148,27,29,13,13,265
126,262,135,24,77,31,35,5,341,167,303,202,15,28,24,7,251
108,87,132,16,40,18,10,6,301,127,179,203,10,30,20,6,217
89,189,108,14,72,22,23,9,249,109,260,149,26,37,28,18,202
50,165,107,20,83,30,25,2,372,74,235,115,27,29,27,8,336
130,289,169,46,144,53,69,10,409,176,418,273,49,57,61,15,352
1155,741,941,97,683,232,284,46,2573,1416,1276,1331,199,216,170,106,2063
9,44,16,4,3,4,1,2,51,15,47,18,2,5,1,2,47
106,177,113,13,29,26,14,2,399,107,213,175,14,13,19,12,323
86,281,84,11,30,14,6,1,174,70,331,137,3,9,11,1,141
78,157,65,26,76,29,21,4,244,84,207,125,24,26,18,5,246
139,481,202,33,131,76,72,20,873,179,559,303,51,74,70,8,823
147,279,108,9,49,29,13,12,484,213,278,174,4,18,18,10,391
118,342,167,33,274,50,101,18,520,247,487,204,92,103,73,17,500
1132,1198,1008,139,1008,287,367,107,4023,1694,1689,1466,328,414,291,123,3474
349,528,361,55,196,100,93,6,937,412,693,541,43,94,54,31,825
119,309,123,26,92,33,39,21,424,154,352,198,22,39,24,26,389
1233,1116,1269,164,1179,340,258,85,4875,1583,1731,1798,406,384,267,108,4544
380,693,328,42,319,76,92,21,970,451,882,564,50,130,97,22,805
108,249,138,29,73,37,28,8,334,139,277,211,19,34,16,8,320
72,264,166,31,89,47,22,10,421,121,368,272,23,33,24,15,332
11,38,15,4,7,3,0,2,100,15,40,21,7,2,2,1,101
42,160,58,9,18,10,6,5,123,44,170,105,4,6,9,2,95
636,814,628,114,530,159,165,60,2037,866,1144,844,185,170,177,69,1625
321,615,573,51,293,128,122,27,1324,421,864,717,66,111,78,48,1127
22,203,118,14,40,21,13,4,134,42,195,173,7,20,7,10,143
715,862,896,96,537,264,163,44,2475,878,1246,1246,126,221,120,58,2086
68,159,94,16,82,29,33,7,178,94,202,114,16,40,24,14,181
706,722,634,109,743,190,219,55,2489,1106,1200,968,181,271,213,72,1958
73,232,86,18,39,48,17,4,334,66,303,138,17,15,7,3,301
282,485,184,34,117,74,27,10,804,257,647,267,28,56,31,17,717
510,713,347,61,257,141,68,22,1245,549,942,494,72,109,55,41,1040
100,286,175,33,70,60,23,12,555,103,392,276,32,30,23,14,439
195,172,119,19,41,35,13,0,304,184,246,146,16,19,16,4,262
424,1098,455,79,307,147,86,31,1631,422,1409,715,83,115,78,40,1402
116,223,106,28,53,46,34,3,276,103,315,138,16,30,23,7,258
161,251,178,19,68,52,18,4,443,126,361,262,11,22,9,15,383
464,747,388,75,194,149,37,15,1592,439,1031,585,60,84,46,32,1406
253,546,407,66,182,151,52,9,1142,277,817,569,35,68,52,29,994
584,995,672,123,393,260,196,36,2787,558,1460,910,116,190,122,43,2502
182,690,357,39,171,138,50,18,1338,203,978,537,48,69,42,23,1081
232,324,171,24,99,72,33,5,592,231,468,243,28,49,32,16,539
81,313,130,39,94,54,27,9,427,82,411,165,35,31,25,6,392
68,124,68,10,44,29,12,5,197,61,180,83,18,17,8,6,189
644,1044,930,116,568,242,168,47,2737,740,1556,1202,161,208,140,58,2494
103,307,137,27,89,37,22,6,426,126,439,200,26,39,13,16,338
49,167,53,8,39,16,9,6,224,54,190,93,9,13,6,5,208
153,339,208,46,99,78,25,14,525,173,469,288,27,51,29,13,446
287,716,276,39,177,99,53,10,1103,325,928,386,45,71,54,12,949
65,645,257,73,95,91,51,9,621,88,818,366,12,52,30,18,541
89,139,114,19,65,41,11,5,236,122,198,169,13,14,19,7,207
414,316,196,39,185,44,45,14,747,406,445,313,60,52,49,25,645
184,352,145,29,53,33,15,5,402,137,521,184,10,19,9,8,332
251,716,381,45,158,108,74,18,830,298,908,556,45,94,53,26,661
243,420,294,38,171,83,65,24,844,262,561,436,59,74,62,37,747
325,768,654,67,285,178,109,30,1537,389,1186,850,67,108,78,46,1329
118,461,260,48,119,87,30,11,726,152,584,324,33,53,45,17,667
71,347,113,15,58,37,37,2,336,90,401,171,18,17,21,5,320
782,602,606,63,312,179,104,18,1512,802,977,865,89,104,99,45,1287
441,639,436,79,408,133,115,38,1354,497,849,740,131,145,94,56,1212
1336,1530,1700,170,1158,463,350,100,5178,1930,2392,1954,372,385,297,172,4647
471,507,414,59,222,104,71,22,1179,519,725,626,48,104,72,45,1058
470,402,482,102,174,158,78,21,1040,450,737,654,44,72,62,46,928
13,60,34,1,33,12,5,4,80,27,65,45,13,14,5,5,78
351,411,391,57,183,110,55,17,924,387,614,562,46,73,61,34,808
117,485,275,38,139,82,62,14,743,166,609,419,53,53,49,17,609
10,145,57,3,25,9,4,0,221,12,171,99,11,13,7,2,169
183,230,296,37,100,74,40,24,610,232,383,480,33,51,37,25,527
30,45,41,6,31,8,13,2,115,33,33,60,5,11,16,4,101
168,554,275,40,118,69,45,11,753,194,652,356,26,55,33,14,688
5,152,37,9,13,12,1,0,109,12,160,51,10,11,3,4,107
50,267,95,28,65,45,28,9,417,64,395,163,8,27,14,16,330
215,468,270,17,128,60,37,13,585,221,664,365,33,58,42,33,498
246,707,340,56,179,115,58,12,903,276,938,419,64,76,35,31,805
202,639,275,38,129,59,45,12,690,219,808,369,45,52,27,21,606
120,302,186,29,126,80,52,12,504,179,437,298,35,59,36,10,403
66,323,232,27,66,65,33,12,450,65,409,296,31,36,23,14,424
171,990,356,61,163,141,78,22,1157,184,1291,504,45,72,42,32,986
1217,881,1387,123,759,315,184,66,4076,1597,1531,1673,234,193,201,106,3554
23,89,30,1,11,8,2,1,100,24,100,37,4,8,5,1,95
7,86,13,0,6,6,2,2,70,16,100,25,1,7,1,1,60
19,293,34,4,17,15,5,3,290,32,312,65,5,41,9,15,233
436,612,272,13,114,47,22,15,778,363,730,403,25,60,21,17,708
131,166,74,14,43,29,8,10,273,140,202,117,12,33,16,11,235
19,270,58,8,20,16,11,2,198,18,267,101,8,18,9,6,166
148,310,130,21,62,28,28,6,353,178,307,152,18,47,14,15,366
56,432,162,26,16,25,7,3,468,27,499,189,3,43,5,5,449
126,862,302,35,48,50,19,5,631,111,967,375,13,44,16,7,555
22,124,16,7,13,6,1,0,128,30,138,31,4,12,3,2,107
29,194,23,5,31,7,9,3,161,46,232,25,3,31,3,5,116
18,121,20,3,24,7,0,6,188,26,159,51,9,8,3,3,140
25,114,30,6,20,13,7,2,198,18,99,58,7,16,9,8,197
929,1021,716,55,477,155,135,47,2262,1019,1192,818,144,260,91,62,2053
106,320,109,14,34,26,25,6,498,102,398,198,11,30,12,8,366
139,245,118,13,76,30,31,8,462,156,315,152,20,57,19,4,401
220,473,179,16,67,78,19,10,888,217,661,335,26,42,20,23,645
89,162,80,5,43,18,10,3,214,93,212,93,12,30,15,7,151
152,234,121,17,104,46,25,9,560,189,339,183,49,51,21,32,445
82,222,70,11,79,35,9,13,434,91,294,87,15,27,20,17,373
96,460,129,38,138,56,54,4,843,128,577,154,40,127,29,20,695
300,265,126,29,78,48,20,11,463,324,307,185,20,53,31,11,387
57,317,99,13,18,9,6,4,383,66,359,188,4,17,6,11,289
43,294,44,9,42,24,15,8,380,46,344,87,21,46,14,8,295
3,35,9,0,3,3,1,0,48,2,24,22,1,1,2,1,43
83,120,41,6,30,15,17,2,163,91,133,58,13,27,13,4,139
161,241,126,21,55,22,19,4,315,206,276,143,9,25,17,8,280
45,120,40,8,18,5,7,1,165,45,138,71,5,7,4,8,128
50,128,59,10,15,15,7,1,260,32,156,85,7,16,12,7,251
366,629,243,42,252,72,55,19,964,451,714,336,73,141,66,27,873
21,187,50,14,16,13,11,2,173,37,236,57,4,17,4,3,127
72,193,126,18,47,31,21,9,239,61,224,159,16,20,20,7,263
36,72,39,7,18,14,4,0,121,35,94,88,7,12,8,4,118
80,303,110,37,41,33,18,4,423,89,396,150,16,28,12,0,309
107,501,134,42,95,56,23,6,563,143,612,189,27,39,30,14,424
42,284,57,8,15,22,14,3,200,66,296,73,5,14,8,4,181
232,354,226,51,112,78,40,7,713,232,491,358,37,67,37,22,616
55,168,66,32,47,28,29,5,270,53,256,104,15,34,25,3,185
22,221,63,8,12,16,9,2,283,30,254,80,7,14,2,7,221
20,316,48,32,14,13,4,0,279,51,350,87,1,12,12,4,228
46,89,44,4,20,34,14,6,235,43,143,85,15,15,11,3,159
44,301,126,20,37,26,15,9,421,48,359,149,9,13,11,6,345
31,283,47,14,22,28,5,7,253,26,307,64,6,9,10,2,229
19,74,36,2,14,4,6,1,78,25,80,58,1,14,3,3,75
93,129,50,15,50,24,15,5,278,77,176,89,14,18,15,7,204
1412,1369,921,228,737,333,291,68,4408,1502,1936,1330,218,333,274,116,3875
240,790,600,74,197,118,71,20,1722,250,1093,919,57,151,55,21,1320
52,205,75,11,33,14,20,6,288,70,242,95,23,22,12,9,228
395,440,329,76,206,108,72,27,1003,426,627,485,64,93,56,16,901
79,317,139,36,65,43,35,12,469,104,415,193,32,27,30,17,416
12,247,33,19,13,15,2,3,225,19,239,81,6,10,9,5,198
26,341,140,12,26,20,11,3,419,30,335,198,9,17,6,2,365
38,199,145,17,21,13,10,5,303,45,259,77,2,15,12,4,298
20,86,23,2,3,4,1,1,77,19,102,29,0,5,5,3,65
27,173,62,9,17,21,11,3,249,29,186,89,3,12,10,3,220
21,118,53,9,11,13,8,2,177,25,131,78,3,13,10,7,126
127,479,206,36,71,32,17,10,695,182,608,235,20,62,14,13,549
31,223,60,20,35,18,24,1,251,63,265,80,15,22,9,2,186
37,152,47,10,45,15,10,3,195,45,194,67,20,27,11,7,148
134,261,98,37,83,55,29,13,397,141,352,178,21,51,24,17,337
4,53,11,3,7,7,3,6,105,12,68,20,0,6,1,3,73
138,362,273,38,63,53,33,5,787,129,440,443,11,35,11,12,659
62,243,90,16,39,18,13,13,322,59,296,110,9,23,14,3,274
33,149,63,14,23,8,7,1,216,35,139,98,3,16,12,6,170
41,122,36,20,29,17,9,2,153,39,150,68,6,16,5,0,124
44,121,50,10,22,20,10,2,169,51,157,88,4,7,3,2,124
45,169,62,4,32,21,20,3,192,81,182,69,7,22,8,11,165
159,170,90,17,134,25,33,11,484,151,206,123,50,38,28,8,483
60,139,59,11,49,18,12,4,270,80,158,96,13,17,18,2,252
176,390,214,29,96,65,34,11,783,173,487,312,33,55,24,21,647
39,198,81,20,40,20,14,2,237,47,234,132,9,26,9,5,201
13,85,26,4,27,10,5,2,128,28,117,38,9,8,2,3,86
23,48,43,6,18,3,2,0,60,19,55,52,1,5,1,1,59
19,150,29,7,22,8,1,0,138,11,165,43,2,22,2,3,128
1,23,1,0,2,0,0,0,13,1,17,3,2,0,0,1,9
31,109,69,8,23,26,8,3,237,33,165,96,6,19,11,4,196
30,96,51,10,27,15,10,1,173,31,119,69,4,9,7,5,155
4,37,5,0,0,0,1,0,27,0,45,6,1,2,0,0,16
124,226,124,10,71,32,11,4,365,102,262,158,18,35,9,4,341
27,118,23,13,17,11,2,0,104,23,110,60,5,10,2,1,95
1,45,4,0,1,1,0,0,55,3,52,6,4,0,0,0,35
3,20,6,1,2,6,4,1,15,5,16,6,1,6,3,1,20
170,265,137,25,95,44,34,6,703,209,325,245,39,33,22,12,580
39,174,68,19,44,28,13,9,378,39,252,113,13,41,13,9,299
38,70,20,2,13,16,3,0,131,44,92,24,0,8,3,2,110
6,30,1,6,2,1,0,0,25,2,27,13,0,1,0,0,22
17,95,37,5,20,12,10,5,130,20,114,42,8,14,1,5,120
6,37,2,0,4,2,0,0,42,7,26,5,3,3,0,0,42
105,168,113,11,67,38,19,2,376,121,217,144,18,27,12,4,379
27,70,15,6,24,20,2,6,133,30,86,38,13,11,5,2,102
527,579,392,42,331,98,83,32,2037,646,784,531,94,126,75,32,1955
9,106,17,4,28,5,3,0,123,15,101,25,8,14,6,1,132
34,82,35,6,19,17,3,0,139,31,87,56,8,16,10,0,140
18,189,45,19,21,12,5,0,204,20,191,94,11,20,4,5,191
41,212,38,19,32,22,14,2,345,38,241,101,14,19,8,4,278
133,317,114,18,41,35,14,8,400,112,330,138,17,29,18,7,427
10,67,21,4,12,11,3,0,93,19,86,28,7,4,3,0,59
60,183,69,13,29,18,8,1,273,86,200,121,12,27,12,7,225
136,130,126,15,30,26,19,7,486,131,207,198,14,15,16,11,367
2,75,13,3,12,3,1,0,67,3,62,19,4,3,4,0,77
118,334,198,25,51,94,30,8,716,115,457,278,6,48,18,17,638
106,362,127,33,59,45,12,6,561,108,400,247,12,28,14,6,538
17,81,23,3,9,6,2,0,131,15,106,56,4,3,3,1,87
81,219,112,18,38,36,17,0,276,63,304,198,5,17,11,5,235
246,319,350,31,159,73,41,16,751,278,467,493,43,64,40,26,579
176,385,249,48,135,58,39,3,928,191,545,354,45,71,43,8,821
116,290,119,20,63,53,15,4,454,105,379,174,14,32,17,11,379
253,427,416,48,129,119,33,9,1279,271,715,552,34,78,58,18,1061
60,314,100,19,39,36,13,4,427,69,330,196,13,6,12,7,398
39,116,78,5,29,27,8,2,156,41,141,125,5,11,10,1,151
54,234,66,14,23,28,6,2,156,50,240,88,4,12,5,7,196
16,106,49,9,6,15,1,1,165,17,126,77,0,9,2,1,138
45,127,73,7,16,28,3,0,224,52,190,102,5,10,5,4,168
78,268,153,32,54,49,15,4,512,92,365,221,10,26,18,10,440
64,307,102,14,32,36,13,4,513,50,387,175,4,14,15,9,440
749,509,766,83,332,216,101,32,2152,826,783,968,108,152,99,60,1917
138,202,90,23,35,28,11,2,342,123,222,187,16,11,6,7,336
185,534,260,59,187,83,38,18,1186,245,695,374,48,98,44,23,1032
74,228,124,8,67,20,28,3,349,79,259,245,11,20,19,11,273
123,267,144,20,58,47,16,1,515,104,339,221,18,29,22,5,458
87,234,67,15,58,28,13,9,389,84,303,135,17,25,12,3,354
47,136,49,8,17,7,3,0,129,46,145,96,3,3,6,2,115
76,252,121,23,68,44,23,5,425,91,288,218,18,24,12,7,398
1301,1375,1228,110,883,369,294,98,4135,1493,1968,1837,259,392,244,128,3620
78,302,133,24,51,49,17,5,538,72,402,254,8,21,18,15,427
202,289,225,35,135,76,44,10,508,241,450,342,32,52,33,12,428
18,85,14,2,5,4,5,0,89,14,89,37,1,2,3,2,61
57,197,72,15,43,23,16,3,195,70,199,102,9,21,13,16,208
159,312,134,20,71,66,20,6,626,170,395,228,17,29,27,5,564
30,207,77,15,11,12,2,0,292,39,233,123,1,7,3,2,251
176,337,196,39,162,121,35,11,548,201,468,327,42,62,44,21,464
128,464,137,40,54,60,24,6,519,120,561,228,16,53,11,10,418
215,229,158,21,50,36,21,5,517,175,341,311,10,35,19,11,421
501,675,450,86,283,129,86,18,1329,551,895,732,90,138,78,37,1227
109,236,170,27,96,57,25,12,422,156,300,268,20,31,28,18,381
113,557,256,35,97,47,43,8,714,134,677,406,21,50,22,10,629
227,261,239,26,93,64,50,10,602,261,357,359,31,45,57,15,505
147,263,160,19,55,40,16,8,661,125,328,192,13,32,32,8,616
60,146,54,14,21,12,6,1,197,44,162,107,3,12,7,7,176
150,294,302,30,104,48,108,38,678,177,373,396,27,77,19,21,651
7,97,24,4,8,3,17,0,64,3,105,22,2,21,2,2,70
1256,995,1083,135,713,204,731,143,4408,1548,1430,1445,248,394,174,227,4150
179,165,231,36,123,42,101,35,592,210,270,272,51,68,19,66,575
10,127,75,8,26,11,51,2,165,34,139,71,8,22,13,6,198
345,274,278,41,178,39,162,28,926,421,349,330,50,84,40,49,987
29,69,44,6,26,20,29,5,178,26,105,83,11,16,4,5,175
115,115,137,18,52,26,313,8,388,155,208,206,17,149,15,16,377
3,168,21,5,7,9,12,3,99,5,182,36,6,15,1,2,95
88,216,173,22,64,63,63,14,496,108,255,228,13,43,8,14,485
105,97,85,3,59,16,113,8,260,131,139,106,23,61,5,6,271
48,91,68,8,12,14,116,1,178,56,106,70,3,53,6,5,211
36,280,38,15,41,18,98,6,597,33,257,45,12,72,5,10,694
15,50,26,3,9,5,22,4,77,19,51,39,4,11,6,0,73
160,273,299,40,224,61,210,38,1059,243,402,410,87,141,35,68,986
302,517,779,66,320,176,405,67,1858,447,805,1043,124,222,70,109,1765
514,507,398,56,341,71,377,59,1368,644,721,482,124,210,68,62,1388
22,213,52,11,49,29,37,11,197,39,236,70,20,28,6,11,222
52,94,74,12,47,13,42,10,206,64,129,89,19,22,6,8,179
205,243,264,24,54,59,64,24,799,187,343,374,15,61,9,17,708
11,88,25,10,26,5,26,4,76,17,87,46,6,13,2,3,106
193,401,365,50,219,80,173,28,1292,277,591,414,77,129,46,34,1172
74,140,130,19,19,14,37,7,236,65,196,176,7,14,4,2,207
11,224,40,14,21,9,32,28,164,21,247,37,11,27,4,17,155
17,39,32,4,7,3,18,2,73,29,63,31,2,12,1,3,70
115,263,189,37,161,54,152,41,590,185,327,248,64,84,29,35,660
26,150,55,15,37,17,48,8,168,38,199,76,15,38,7,2,175
125,271,246,46,123,48,103,32,749,162,387,315,33,61,32,32,708
181,218,323,35,134,83,142,28,872,227,394,427,30,81,27,27,819
92,588,349,42,221,70,186,41,795,151,803,382,106,163,44,37,746
56,514,136,17,177,40,106,11,688,136,610,191,93,146,32,34,554
29,356,159,17,72,53,135,14,519,44,501,191,31,97,11,11,474
35,398,129,18,96,22,98,17,560,85,433,142,23,101,16,21,559
21,153,67,13,34,20,36,12,201,41,184,112,15,31,11,8,186
15,231,96,8,67,22,71,0,259,42,270,101,23,64,4,6,268
2174,2067,2094,202,1712,528,1101,267,9033,2932,2989,2577,763,718,399,627,8389
22,144,97,11,35,14,20,5,97,22,157,91,18,38,5,9,122
2,138,32,4,5,2,8,1,55,8,102,23,3,9,2,0,78
21,251,93,21,58,22,38,5,274,39,309,110,24,35,6,13,212
73,716,255,33,236,97,194,29,994,135,875,354,113,190,35,40,965
5,124,11,1,27,10,17,2,73,10,132,14,5,9,5,7,84
217,315,385,40,239,76,184,43,1117,321,501,517,75,99,28,78,1007
66,215,182,20,90,45,67,13,535,128,301,233,29,56,15,31,523
931,993,1015,130,825,297,642,88,4167,1146,1621,1391,364,425,186,273,3858
49,385,161,22,103,31,86,12,519,97,429,189,52,79,15,23,529
297,792,651,81,440,201,332,57,2558,446,1072,801,183,244,59,147,2668
373,695,612,60,363,190,314,66,1943,508,1030,795,143,167,66,115,1726
50,180,80,4,81,19,51,20,417,99,246,113,36,31,18,15,341
136,202,174,15,101,44,80,22,592,181,269,230,47,71,25,25,531
36,193,102,13,59,36,41,15,257,60,233,143,24,35,14,13,244
34,273,160,31,65,35,78,12,307,77,369,207,20,50,10,9,310
24,244,71,19,55,32,68,14,272,44,297,134,14,39,9,14,256
542,870,913,86,582,241,486,78,3030,756,1458,1280,253,343,105,180,2704
26,325,75,16,107,34,73,25,361,89,414,119,43,61,23,11,325
360,562,442,48,388,129,268,50,1862,465,764,461,169,177,86,102,1872
25,235,140,17,60,28,70,10,399,52,254,165,30,63,8,14,373
86,479,282,23,167,52,67,23,1239,147,525,246,104,106,18,27,1231
22,130,48,5,17,7,26,4,121,23,170,66,10,16,6,3,103
20,86,63,6,28,1,29,2,199,27,114,64,7,22,5,10,199
12,235,78,14,33,16,34,7,262,36,253,128,15,40,4,4,232
10,100,32,6,18,10,28,3,147,17,114,45,30,19,4,0,113
16,273,103,5,27,14,89,7,170,28,288,114,6,65,4,1,192
7,56,14,1,6,2,8,1,54,0,46,6,2,6,2,1,88
199,431,332,55,314,97,272,46,1037,296,706,386,131,211,53,40,1032
32,439,116,13,118,36,136,12,450,63,460,156,46,120,22,8,500
6,160,27,2,12,6,10,6,87,10,146,27,12,13,1,3,109
43,427,142,11,94,32,99,18,373,86,528,147,36,75,14,15,366
5,55,21,0,3,4,7,1,40,6,51,22,1,4,0,1,54
404,1025,710,84,596,202,447,95,2427,597,1525,892,248,317,86,159,2133
2595,4109,3908,438,3304,1030,2838,472,14734,3909,6263,5172,1445,1856,587,842,13836
711,1164,1552,105,793,314,666,132,5257,955,1763,1902,362,362,181,369,4987
939,1953,1963,219,1205,430,1084,182,7078,1287,2746,2493,508,786,225,440,6906
320,613,528,70,556,166,404,74,2055,471,1034,767,268,232,63,141,1914
8,72,40,2,46,10,24,11,85,28,91,48,22,16,6,12,83
3,37,11,0,10,1,6,2,44,5,38,23,4,3,0,3,43
1729,2603,2387,327,2511,748,1627,353,10063,2550,3776,3346,1059,1279,437,519,9950
319,550,520,53,348,114,276,54,2081,387,875,711,168,188,65,142,1795
11,132,83,7,52,19,54,8,152,27,169,78,21,22,8,16,178
143,364,311,42,269,81,249,48,869,280,547,392,106,165,40,39,944
656,992,925,108,806,236,604,109,3325,899,1427,1255,425,404,132,198,3241
149,396,217,24,298,80,158,30,904,244,512,301,125,166,36,51,856
218,414,370,57,351,134,263,43,1459,303,673,557,154,216,55,93,1382
13,143,80,9,27,21,55,8,179,14,178,76,10,36,5,12,195
219,282,403,45,204,127,254,35,1170,288,506,568,90,135,35,93,1118
128,199,214,21,146,59,83,28,609,163,313,336,71,71,24,32,583
657,981,836,110,936,287,585,111,3837,939,1491,1194,480,440,142,211,3488
6,62,32,1,24,4,6,2,99,24,77,50,11,5,7,3,77
69,238,143,19,174,46,99,21,612,110,317,204,85,116,24,27,608
145,334,246,35,190,50,157,29,782,239,448,345,82,116,28,44,744
134,281,182,17,125,42,113,16,684,226,355,231,59,73,22,34,610
23,133,64,14,48,12,39,7,257,43,168,83,17,44,7,8,227
152,281,191,24,230,68,199,37,602,217,406,267,112,103,31,42,671
7,147,74,3,42,16,28,3,151,13,138,110,17,26,5,5,183
14,85,43,4,22,8,20,12,95,24,102,48,11,16,9,3,97
97,199,180,24,169,60,121,20,592,141,344,222,65,88,22,35,584
129,344,310,37,227,82,168,40,965,218,570,383,113,155,39,49,857
1187,1677,631,142,1021,300,1007,140,6302,1644,2343,714,349,605,478,74,5827
10816,3642,5809,644,6911,1220,2339,1360,27400,13737,5890,6361,2875,2144,2941,1174,25103
8970,4655,4960,750,6769,1076,3105,1086,25805,11232,6745,5300,2234,2390,2961,946,24512
2662,2137,1374,245,2912,379,1411,435,9207,3889,2783,1451,948,1098,1181,345,9065
5365,2055,2773,353,4140,559,1392,779,15222,7102,3016,2783,1472,1208,1672,646,13827
2680,1756,1297,223,3146,374,1328,506,9521,4323,2385,1397,1192,1032,1282,395,8787
2746,1654,1135,240,3733,327,1449,547,9037,4403,2269,1202,1392,1040,1472,428,8545
1894,1852,919,238,2518,267,1253,374,7134,3049,2402,929,942,898,1037,303,6619
3408,2437,1731,321,3896,497,1887,587,12092,5114,3468,1807,1474,1399,1562,512,11254
24165,5714,18143,1308,5100,2486,2402,1361,51174,24982,10375,19564,1808,2316,3210,1609,45990
13431,2876,11038,767,2532,1307,1275,795,26308,13547,5449,12340,837,1256,1690,803,24883
10844,3648,7213,672,4102,1282,1876,948,26024,11681,6063,7681,1447,1585,2156,941,23974
5265,6104,3516,718,3580,935,2859,603,15198,6213,8019,3818,1266,2316,1885,486,14350
10188,5657,7260,974,5550,1458,2914,1024,25597,11781,8375,7727,2086,2490,2833,911,23819
7155,2235,4096,406,4333,777,1280,859,19974,8606,3385,4467,1735,1100,1890,866,18222
10688,3856,6810,757,5648,1181,2114,1198,26801,12581,5879,7013,2270,1873,2660,1167,24716
4860,2924,3383,534,3708,696,1733,661,15013,6419,4272,3422,1485,1458,1629,576,13934
3788,4144,2269,451,4242,644,2484,567,13880,5509,5421,2463,1742,2051,1748,560,13364
7310,6738,4619,789,4056,1188,3470,679,20364,8504,9370,4859,1418,2557,2197,640,18813
10239,2575,6154,474,3767,922,1324,817,23600,10751,4068,6327,1382,1123,1790,855,21236
